"ref_area","source","indicator","sex","classif1","time","obs_value","obs_status","note_classif","note_indicator","note_source"
"GHA","BB:3078","EAR_EMTA_SEX_OCU_NB","SEX_M","OCU_ISCO08_9","2017",589.429,"B",,"T30:20_I11:264","R1:3513"
"GHA","BB:3078","EAR_EMTA_SEX_OCU_NB","SEX_M","OCU_ISCO08_0","2017",2374.822,"U",,"T30:20_I11:264","R1:3513"
"GHA","BB:3078","EAR_EMTA_SEX_OCU_NB","SEX_F","OCU_ISCO08_TOTAL","2017",621.538,"B",,"T30:20_I11:264","R1:3513"
"GHA","BB:3078","EAR_EMTA_SEX_OCU_NB","SEX_F","OCU_ISCO08_1","2017",1642.498,"B",,"T30:20_I11:264","R1:3513"
"GHA","BB:3078","EAR_EMTA_SEX_OCU_NB","SEX_F","OCU_ISCO08_2","2017",909.278,"B",,"T30:20_I11:264","R1:3513"
"GHA","BB:3078","EAR_EMTA_SEX_OCU_NB","SEX_F","OCU_ISCO08_3","2017",856.575,"B",,"T30:20_I11:264","R1:3513"
"GHA","BB:3078","EAR_EMTA_SEX_OCU_NB","SEX_F","OCU_ISCO08_4","2017",706.04,"B",,"T30:20_I11:264","R1:3513"
"GHA","BB:3078","EAR_EMTA_SEX_OCU_NB","SEX_F","OCU_ISCO08_5","2017",409.96,"B",,"T30:20_I11:264","R1:3513"
"GHA","BB:3078","EAR_EMTA_SEX_OCU_NB","SEX_F","OCU_ISCO08_6","2017",586.46,"B",,"T30:20_I11:264","R1:3513"
"GHA","BB:3078","EAR_EMTA_SEX_OCU_NB","SEX_F","OCU_ISCO08_7","2017",292.306,"B",,"T30:20_I11:264","R1:3513"
"GHA","BB:3078","EAR_EMTA_SEX_OCU_NB","SEX_F","OCU_ISCO08_8","2017",443.534,"B",,"T30:20_I11:264","R1:3513"
"GHA","BB:3078","EAR_EMTA_SEX_OCU_NB","SEX_F","OCU_ISCO08_9","2017",286.08,"B",,"T30:20_I11:264","R1:3513"
"GHA","BA:1163","EAR_EMTA_SEX_OCU_NB","SEX_T","OCU_SKILL_TOTAL","2015",895.608,"B",,"T30:20_I11:264","R1:3513"
"GHA","BA:1163","EAR_EMTA_SEX_OCU_NB","SEX_T","OCU_SKILL_L3-4","2015",1079.072,"B",,"T30:20_I11:264","R1:3513"
"GHA","BA:1163","EAR_EMTA_SEX_OCU_NB","SEX_T","OCU_SKILL_L2","2015",775.393,"B",,"T30:20_I11:264","R1:3513"
"GHA","BA:1163","EAR_EMTA_SEX_OCU_NB","SEX_T","OCU_SKILL_L1","2015",504.624,"B",,"T30:20_I11:264","R1:3513"
"GHA","BA:1163","EAR_EMTA_SEX_OCU_NB","SEX_T","OCU_SKILL_X","2015",,"U",,"T30:20_I11:264","R1:3513"
"GHA","BA:1163","EAR_EMTA_SEX_OCU_NB","SEX_M","OCU_SKILL_TOTAL","2015",1008.882,"B",,"T30:20_I11:264","R1:3513"
"GHA","BA:1163","EAR_EMTA_SEX_OCU_NB","SEX_M","OCU_SKILL_L3-4","2015",1199.937,"B",,"T30:20_I11:264","R1:3513"
"GHA","BA:1163","EAR_EMTA_SEX_OCU_NB","SEX_M","OCU_SKILL_L2","2015",897.678,"B",,"T30:20_I11:264","R1:3513"
"GHA","BA:1163","EAR_EMTA_SEX_OCU_NB","SEX_M","OCU_SKILL_L1","2015",684.12,"B",,"T30:20_I11:264","R1:3513"
"GHA","BA:1163","EAR_EMTA_SEX_OCU_NB","SEX_M","OCU_SKILL_X","2015",,"U",,"T30:20_I11:264","R1:3513"
"GHA","BA:1163","EAR_EMTA_SEX_OCU_NB","SEX_F","OCU_SKILL_TOTAL","2015",710.52,"B",,"T30:20_I11:264","R1:3513"
"GHA","BA:1163","EAR_EMTA_SEX_OCU_NB","SEX_F","OCU_SKILL_L3-4","2015",925.966,"B",,"T30:20_I11:264","R1:3513"
"GHA","BA:1163","EAR_EMTA_SEX_OCU_NB","SEX_F","OCU_SKILL_L2","2015",512.336,"B",,"T30:20_I11:264","R1:3513"
"GHA","BA:1163","EAR_EMTA_SEX_OCU_NB","SEX_F","OCU_SKILL_L1","2015",275.558,"B",,"T30:20_I11:264","R1:3513"
"GHA","BA:1163","EAR_EMTA_SEX_OCU_NB","SEX_T","OCU_ISCO08_TOTAL","2015",895.608,"B",,"T30:20_I11:264","R1:3513"
"GHA","BA:1163","EAR_EMTA_SEX_OCU_NB","SEX_T","OCU_ISCO08_1","2015",1378.762,"B",,"T30:20_I11:264","R1:3513"
"GHA","BA:1163","EAR_EMTA_SEX_OCU_NB","SEX_T","OCU_ISCO08_2","2015",1017.437,"B",,"T30:20_I11:264","R1:3513"
"GHA","BA:1163","EAR_EMTA_SEX_OCU_NB","SEX_T","OCU_ISCO08_3","2015",1197.507,"B",,"T30:20_I11:264","R1:3513"
"GHA","BA:1163","EAR_EMTA_SEX_OCU_NB","SEX_T","OCU_ISCO08_4","2015",1161.631,"B",,"T30:20_I11:264","R1:3513"
"GHA","BA:1163","EAR_EMTA_SEX_OCU_NB","SEX_T","OCU_ISCO08_5","2015",492.298,"B",,"T30:20_I11:264","R1:3513"
"GHA","BA:1163","EAR_EMTA_SEX_OCU_NB","SEX_T","OCU_ISCO08_6","2015",524.136,"B",,"T30:20_I11:264","R1:3513"
"GHA","BA:1163","EAR_EMTA_SEX_OCU_NB","SEX_T","OCU_ISCO08_7","2015",1066.324,"B",,"T30:20_I11:264","R1:3513"
"GHA","BA:1163","EAR_EMTA_SEX_OCU_NB","SEX_T","OCU_ISCO08_8","2015",710.149,"B",,"T30:20_I11:264","R1:3513"
"GHA","BA:1163","EAR_EMTA_SEX_OCU_NB","SEX_T","OCU_ISCO08_9","2015",504.624,"B",,"T30:20_I11:264","R1:3513"
"GHA","BA:1163","EAR_EMTA_SEX_OCU_NB","SEX_T","OCU_ISCO08_0","2015",,"U",,"T30:20_I11:264","R1:3513"
"GHA","BA:1163","EAR_EMTA_SEX_OCU_NB","SEX_M","OCU_ISCO08_TOTAL","2015",1008.882,"B",,"T30:20_I11:264","R1:3513"
"GHA","BA:1163","EAR_EMTA_SEX_OCU_NB","SEX_M","OCU_ISCO08_1","2015",1305.606,"B",,"T30:20_I11:264","R1:3513"
"GHA","BA:1163","EAR_EMTA_SEX_OCU_NB","SEX_M","OCU_ISCO08_2","2015",1122.604,"B",,"T30:20_I11:264","R1:3513"
"GHA","BA:1163","EAR_EMTA_SEX_OCU_NB","SEX_M","OCU_ISCO08_3","2015",1422.19,"B",,"T30:20_I11:264","R1:3513"
"GHA","BA:1163","EAR_EMTA_SEX_OCU_NB","SEX_M","OCU_ISCO08_4","2015",1328.323,"B",,"T30:20_I11:264","R1:3513"
"GHA","BA:1163","EAR_EMTA_SEX_OCU_NB","SEX_M","OCU_ISCO08_5","2015",589.293,"B",,"T30:20_I11:264","R1:3513"
"GHA","BA:1163","EAR_EMTA_SEX_OCU_NB","SEX_M","OCU_ISCO08_6","2015",657.566,"B",,"T30:20_I11:264","R1:3513"
"GHA","BA:1163","EAR_EMTA_SEX_OCU_NB","SEX_M","OCU_ISCO08_7","2015",1322.611,"B",,"T30:20_I11:264","R1:3513"
"GHA","BA:1163","EAR_EMTA_SEX_OCU_NB","SEX_M","OCU_ISCO08_8","2015",727.841,"B",,"T30:20_I11:264","R1:3513"
"GHA","BA:1163","EAR_EMTA_SEX_OCU_NB","SEX_M","OCU_ISCO08_9","2015",684.12,"B",,"T30:20_I11:264","R1:3513"
"GHA","BA:1163","EAR_EMTA_SEX_OCU_NB","SEX_M","OCU_ISCO08_0","2015",,"U",,"T30:20_I11:264","R1:3513"
"GHA","BA:1163","EAR_EMTA_SEX_OCU_NB","SEX_F","OCU_ISCO08_TOTAL","2015",710.52,"B",,"T30:20_I11:264","R1:3513"
"GHA","BA:1163","EAR_EMTA_SEX_OCU_NB","SEX_F","OCU_ISCO08_1","2015",1533.405,"B",,"T30:20_I11:264","R1:3513"
"GHA","BA:1163","EAR_EMTA_SEX_OCU_NB","SEX_F","OCU_ISCO08_2","2015",905.883,"B",,"T30:20_I11:264","R1:3513"
"GHA","BA:1163","EAR_EMTA_SEX_OCU_NB","SEX_F","OCU_ISCO08_3","2015",658.194,"B",,"T30:20_I11:264","R1:3513"
"GHA","BA:1163","EAR_EMTA_SEX_OCU_NB","SEX_F","OCU_ISCO08_4","2015",982.818,"B",,"T30:20_I11:264","R1:3513"
"GHA","BA:1163","EAR_EMTA_SEX_OCU_NB","SEX_F","OCU_ISCO08_5","2015",364.758,"B",,"T30:20_I11:264","R1:3513"
"GHA","BA:1163","EAR_EMTA_SEX_OCU_NB","SEX_F","OCU_ISCO08_6","2015",258.526,"U",,"T30:20_I11:264","R1:3513"
"GHA","BA:1163","EAR_EMTA_SEX_OCU_NB","SEX_F","OCU_ISCO08_7","2015",401.631,"B",,"T30:20_I11:264","R1:3513"
"GHA","BA:1163","EAR_EMTA_SEX_OCU_NB","SEX_F","OCU_ISCO08_8","2015",,"U",,"T30:20_I11:264","R1:3513"
"GHA","BA:1163","EAR_EMTA_SEX_OCU_NB","SEX_F","OCU_ISCO08_9","2015",275.558,"B",,"T30:20_I11:264","R1:3513"
"GHA","BB:3078","EAR_EMTA_SEX_OCU_NB","SEX_T","OCU_SKILL_TOTAL","2013",625.753,"B",,"T30:20_I11:264","R1:3513"
"GHA","BB:3078","EAR_EMTA_SEX_OCU_NB","SEX_T","OCU_SKILL_L3-4","2013",946.787,"B",,"T30:20_I11:264","R1:3513"
"GHA","BB:3078","EAR_EMTA_SEX_OCU_NB","SEX_T","OCU_SKILL_L2","2013",510.242,"B",,"T30:20_I11:264","R1:3513"
"GHA","BB:3078","EAR_EMTA_SEX_OCU_NB","SEX_T","OCU_SKILL_L1","2013",408.541,"B",,"T30:20_I11:264","R1:3513"
"GHA","BB:3078","EAR_EMTA_SEX_OCU_NB","SEX_T","OCU_SKILL_X","2013",1205.433,"B",,"T30:20_I11:264","R1:3513"
"GHA","BB:3078","EAR_EMTA_SEX_OCU_NB","SEX_M","OCU_SKILL_TOTAL","2013",679.554,"B",,"T30:20_I11:264","R1:3513"
"GHA","BB:3078","EAR_EMTA_SEX_OCU_NB","SEX_M","OCU_SKILL_L3-4","2013",1035.337,"B",,"T30:20_I11:264","R1:3513"
"GHA","BB:3078","EAR_EMTA_SEX_OCU_NB","SEX_M","OCU_SKILL_L2","2013",547.978,"B",,"T30:20_I11:264","R1:3513"
"GHA","BB:3078","EAR_EMTA_SEX_OCU_NB","SEX_M","OCU_SKILL_L1","2013",480.571,"B",,"T30:20_I11:264","R1:3513"
"GHA","BB:3078","EAR_EMTA_SEX_OCU_NB","SEX_M","OCU_SKILL_X","2013",1517.705,"B",,"T30:20_I11:264","R1:3513"
"GHA","BB:3078","EAR_EMTA_SEX_OCU_NB","SEX_F","OCU_SKILL_TOTAL","2013",500.584,"B",,"T30:20_I11:264","R1:3513"
"GHA","BB:3078","EAR_EMTA_SEX_OCU_NB","SEX_F","OCU_SKILL_L3-4","2013",765.752,"B",,"T30:20_I11:264","R1:3513"
"GHA","BB:3078","EAR_EMTA_SEX_OCU_NB","SEX_F","OCU_SKILL_L2","2013",417.598,"B",,"T30:20_I11:264","R1:3513"
"GHA","BB:3078","EAR_EMTA_SEX_OCU_NB","SEX_F","OCU_SKILL_L1","2013",235.024,"B",,"T30:20_I11:264","R1:3513"
"GHA","BB:3078","EAR_EMTA_SEX_OCU_NB","SEX_F","OCU_SKILL_X","2013",166.592,"U",,"T30:20_I11:264","R1:3513"
"GHA","BB:3078","EAR_EMTA_SEX_OCU_NB","SEX_T","OCU_ISCO08_TOTAL","2013",625.753,"B",,"T30:20_I11:264","R1:3513"
"GHA","BB:3078","EAR_EMTA_SEX_OCU_NB","SEX_T","OCU_ISCO08_1","2013",1208.874,"B",,"T30:20_I11:264","R1:3513"
"GHA","BB:3078","EAR_EMTA_SEX_OCU_NB","SEX_T","OCU_ISCO08_2","2013",992.671,"B",,"T30:20_I11:264","R1:3513"
"GHA","BB:3078","EAR_EMTA_SEX_OCU_NB","SEX_T","OCU_ISCO08_3","2013",656.916,"B",,"T30:20_I11:264","R1:3513"
"GHA","BB:3078","EAR_EMTA_SEX_OCU_NB","SEX_T","OCU_ISCO08_4","2013",702.248,"B",,"T30:20_I11:264","R1:3513"
"GHA","BB:3078","EAR_EMTA_SEX_OCU_NB","SEX_T","OCU_ISCO08_5","2013",444.694,"B",,"T30:20_I11:264","R1:3513"
"GHA","BB:3078","EAR_EMTA_SEX_OCU_NB","SEX_T","OCU_ISCO08_6","2013",320.217,"B",,"T30:20_I11:264","R1:3513"
"GHA","BB:3078","EAR_EMTA_SEX_OCU_NB","SEX_T","OCU_ISCO08_7","2013",433.804,"B",,"T30:20_I11:264","R1:3513"
"GHA","BB:3078","EAR_EMTA_SEX_OCU_NB","SEX_T","OCU_ISCO08_8","2013",644.866,"B",,"T30:20_I11:264","R1:3513"
"GHA","BB:3078","EAR_EMTA_SEX_OCU_NB","SEX_T","OCU_ISCO08_9","2013",408.541,"B",,"T30:20_I11:264","R1:3513"
"GHA","BB:3078","EAR_EMTA_SEX_OCU_NB","SEX_T","OCU_ISCO08_0","2013",3893.377,"U",,"T30:20_I11:264","R1:3513"
"GHA","BB:3078","EAR_EMTA_SEX_OCU_NB","SEX_T","OCU_ISCO08_X","2013",235.228,"B",,"T30:20_I11:264","R1:3513"
"GHA","BB:3078","EAR_EMTA_SEX_OCU_NB","SEX_M","OCU_ISCO08_TOTAL","2013",679.554,"B",,"T30:20_I11:264","R1:3513"
"GHA","BB:3078","EAR_EMTA_SEX_OCU_NB","SEX_M","OCU_ISCO08_1","2013",1268.789,"B",,"T30:20_I11:264","R1:3513"
"GHA","BB:3078","EAR_EMTA_SEX_OCU_NB","SEX_M","OCU_ISCO08_2","2013",1125.362,"B",,"T30:20_I11:264","R1:3513"
"GHA","BB:3078","EAR_EMTA_SEX_OCU_NB","SEX_M","OCU_ISCO08_3","2013",677.022,"B",,"T30:20_I11:264","R1:3513"
"GHA","BB:3078","EAR_EMTA_SEX_OCU_NB","SEX_M","OCU_ISCO08_4","2013",581.887,"B",,"T30:20_I11:264","R1:3513"
"GHA","BB:3078","EAR_EMTA_SEX_OCU_NB","SEX_M","OCU_ISCO08_5","2013",507.385,"B",,"T30:20_I11:264","R1:3513"
"GHA","BB:3078","EAR_EMTA_SEX_OCU_NB","SEX_M","OCU_ISCO08_6","2013",353.615,"B",,"T30:20_I11:264","R1:3513"
"GHA","BB:3078","EAR_EMTA_SEX_OCU_NB","SEX_M","OCU_ISCO08_7","2013",486.867,"B",,"T30:20_I11:264","R1:3513"
"GHA","BB:3078","EAR_EMTA_SEX_OCU_NB","SEX_M","OCU_ISCO08_8","2013",649.636,"B",,"T30:20_I11:264","R1:3513"
"GHA","BB:3078","EAR_EMTA_SEX_OCU_NB","SEX_M","OCU_ISCO08_9","2013",480.571,"B",,"T30:20_I11:264","R1:3513"
"GHA","BB:3078","EAR_EMTA_SEX_OCU_NB","SEX_M","OCU_ISCO08_0","2013",3893.377,"U",,"T30:20_I11:264","R1:3513"
"GHA","BB:3078","EAR_EMTA_SEX_OCU_NB","SEX_M","OCU_ISCO08_X","2013",266.724,"B",,"T30:20_I11:264","R1:3513"
"GHA","BB:3078","EAR_EMTA_SEX_OCU_NB","SEX_F","OCU_ISCO08_TOTAL","2013",500.584,"B",,"T30:20_I11:264","R1:3513"
"GHA","BB:3078","EAR_EMTA_SEX_OCU_NB","SEX_F","OCU_ISCO08_1","2013",1013.628,"B",,"T30:20_I11:264","R1:3513"
"GHA","BB:3078","EAR_EMTA_SEX_OCU_NB","SEX_F","OCU_ISCO08_2","2013",772.927,"B",,"T30:20_I11:264","R1:3513"
"GHA","BB:3078","EAR_EMTA_SEX_OCU_NB","SEX_F","OCU_ISCO08_3","2013",584.1,"B",,"T30:20_I11:264","R1:3513"
"GHA","BB:3078","EAR_EMTA_SEX_OCU_NB","SEX_F","OCU_ISCO08_4","2013",835.04,"B",,"T30:20_I11:264","R1:3513"
"GHA","BB:3078","EAR_EMTA_SEX_OCU_NB","SEX_F","OCU_ISCO08_5","2013",387.103,"B",,"T30:20_I11:264","R1:3513"
"GHA","BB:3078","EAR_EMTA_SEX_OCU_NB","SEX_F","OCU_ISCO08_6","2013",178.848,"B",,"T30:20_I11:264","R1:3513"
"GHA","BB:3078","EAR_EMTA_SEX_OCU_NB","SEX_F","OCU_ISCO08_7","2013",157.704,"B",,"T30:20_I11:264","R1:3513"
"GHA","BB:3078","EAR_EMTA_SEX_OCU_NB","SEX_F","OCU_ISCO08_8","2013",471.283,"B",,"T30:20_I11:264","R1:3513"
"GHA","BB:3078","EAR_EMTA_SEX_OCU_NB","SEX_F","OCU_ISCO08_9","2013",235.024,"B",,"T30:20_I11:264","R1:3513"
"GHA","BB:3078","EAR_EMTA_SEX_OCU_NB","SEX_F","OCU_ISCO08_X","2013",166.592,"U",,"T30:20_I11:264","R1:3513"
"GHA","BB:3078","EAR_EMTA_SEX_OCU_NB","SEX_T","OCU_SKILL_TOTAL","2006",1159860.505,"B",,"T30:291_I11:264","R1:3513"
"GHA","BB:3078","EAR_EMTA_SEX_OCU_NB","SEX_T","OCU_SKILL_L3-4","2006",1814002.771,"B",,"T30:291_I11:264","R1:3513"
"GHA","BB:3078","EAR_EMTA_SEX_OCU_NB","SEX_T","OCU_SKILL_L2","2006",946702.532,"B",,"T30:291_I11:264","R1:3513"
"GHA","BB:3078","EAR_EMTA_SEX_OCU_NB","SEX_T","OCU_SKILL_L1","2006",650753.23,"B",,"T30:291_I11:264","R1:3513"
"GHA","BB:3078","EAR_EMTA_SEX_OCU_NB","SEX_T","OCU_SKILL_X","2006",1358492.387,"B",,"T30:291_I11:264","R1:3513"
"GHA","BB:3078","EAR_EMTA_SEX_OCU_NB","SEX_M","OCU_SKILL_TOTAL","2006",1236036.92,"B",,"T30:291_I11:264","R1:3513"
"GHA","BB:3078","EAR_EMTA_SEX_OCU_NB","SEX_M","OCU_SKILL_L3-4","2006",2110960.778,"B",,"T30:291_I11:264","R1:3513"
"GHA","BB:3078","EAR_EMTA_SEX_OCU_NB","SEX_M","OCU_SKILL_L2","2006",989780.765,"B",,"T30:291_I11:264","R1:3513"
"GHA","BB:3078","EAR_EMTA_SEX_OCU_NB","SEX_M","OCU_SKILL_L1","2006",723906.937,"B",,"T30:291_I11:264","R1:3513"
"GHA","BB:3078","EAR_EMTA_SEX_OCU_NB","SEX_M","OCU_SKILL_X","2006",1108139.899,"B",,"T30:291_I11:264","R1:3513"
"GHA","BB:3078","EAR_EMTA_SEX_OCU_NB","SEX_F","OCU_SKILL_TOTAL","2006",941622.688,"B",,"T30:291_I11:264","R1:3513"
"GHA","BB:3078","EAR_EMTA_SEX_OCU_NB","SEX_F","OCU_SKILL_L3-4","2006",1195604.615,"B",,"T30:291_I11:264","R1:3513"
"GHA","BB:3078","EAR_EMTA_SEX_OCU_NB","SEX_F","OCU_SKILL_L2","2006",801939.514,"B",,"T30:291_I11:264","R1:3513"
"GHA","BB:3078","EAR_EMTA_SEX_OCU_NB","SEX_F","OCU_SKILL_L1","2006",480244.099,"B",,"T30:291_I11:264","R1:3513"
"GHA","BB:3078","EAR_EMTA_SEX_OCU_NB","SEX_F","OCU_SKILL_X","2006",3350366.894,"B",,"T30:291_I11:264","R1:3513"
"GHA","BB:3078","EAR_EMTA_SEX_OCU_NB","SEX_T","OCU_ISCO88_TOTAL","2006",1159860.505,"B",,"T30:291_I11:264","R1:3513"
"GHA","BB:3078","EAR_EMTA_SEX_OCU_NB","SEX_T","OCU_ISCO88_1","2006",3323230.681,"B",,"T30:291_I11:264","R1:3513"
"GHA","BB:3078","EAR_EMTA_SEX_OCU_NB","SEX_T","OCU_ISCO88_2","2006",1727032.424,"B",,"T30:291_I11:264","R1:3513"
"GHA","BB:3078","EAR_EMTA_SEX_OCU_NB","SEX_T","OCU_ISCO88_3","2006",1616738.343,"B",,"T30:291_I11:264","R1:3513"
"GHA","BB:3078","EAR_EMTA_SEX_OCU_NB","SEX_T","OCU_ISCO88_4","2006",1324264.465,"B",,"T30:291_I11:264","R1:3513"
"GHA","BB:3078","EAR_EMTA_SEX_OCU_NB","SEX_T","OCU_ISCO88_5","2006",741750.367,"B",,"T30:291_I11:264","R1:3513"
"GHA","BB:3078","EAR_EMTA_SEX_OCU_NB","SEX_T","OCU_ISCO88_6","2006",903779.29,"B",,"T30:291_I11:264","R1:3513"
"GHA","BB:3078","EAR_EMTA_SEX_OCU_NB","SEX_T","OCU_ISCO88_7","2006",792629.848,"B",,"T30:291_I11:264","R1:3513"
"GHA","BB:3078","EAR_EMTA_SEX_OCU_NB","SEX_T","OCU_ISCO88_8","2006",1127368.088,"B",,"T30:291_I11:264","R1:3513"
"GHA","BB:3078","EAR_EMTA_SEX_OCU_NB","SEX_T","OCU_ISCO88_9","2006",650753.23,"B",,"T30:291_I11:264","R1:3513"
"GHA","BB:3078","EAR_EMTA_SEX_OCU_NB","SEX_T","OCU_ISCO88_0","2006",1889500.148,"B",,"T30:291_I11:264","R1:3513"
"GHA","BB:3078","EAR_EMTA_SEX_OCU_NB","SEX_T","OCU_ISCO88_X","2006",853280.427,"B",,"T30:291_I11:264","R1:3513"
"GHA","BB:3078","EAR_EMTA_SEX_OCU_NB","SEX_M","OCU_ISCO88_TOTAL","2006",1236036.92,"B",,"T30:291_I11:264","R1:3513"
"GHA","BB:3078","EAR_EMTA_SEX_OCU_NB","SEX_M","OCU_ISCO88_1","2006",3451244.247,"B",,"T30:291_I11:264","R1:3513"
"GHA","BB:3078","EAR_EMTA_SEX_OCU_NB","SEX_M","OCU_ISCO88_2","2006",2037799.722,"B",,"T30:291_I11:264","R1:3513"
"GHA","BB:3078","EAR_EMTA_SEX_OCU_NB","SEX_M","OCU_ISCO88_3","2006",1825654.528,"B",,"T30:291_I11:264","R1:3513"
"GHA","BB:3078","EAR_EMTA_SEX_OCU_NB","SEX_M","OCU_ISCO88_4","2006",1239187.347,"B",,"T30:291_I11:264","R1:3513"
"GHA","BB:3078","EAR_EMTA_SEX_OCU_NB","SEX_M","OCU_ISCO88_5","2006",894747.107,"B",,"T30:291_I11:264","R1:3513"
"GHA","BB:3078","EAR_EMTA_SEX_OCU_NB","SEX_M","OCU_ISCO88_6","2006",699184.029,"B",,"T30:291_I11:264","R1:3513"
"GHA","BB:3078","EAR_EMTA_SEX_OCU_NB","SEX_M","OCU_ISCO88_7","2006",873164.691,"B",,"T30:291_I11:264","R1:3513"
"GHA","BB:3078","EAR_EMTA_SEX_OCU_NB","SEX_M","OCU_ISCO88_8","2006",1133394.097,"B",,"T30:291_I11:264","R1:3513"
"GHA","BB:3078","EAR_EMTA_SEX_OCU_NB","SEX_M","OCU_ISCO88_9","2006",723906.937,"B",,"T30:291_I11:264","R1:3513"
"GHA","BB:3078","EAR_EMTA_SEX_OCU_NB","SEX_M","OCU_ISCO88_0","2006",1394194.727,"B",,"T30:291_I11:264","R1:3513"
"GHA","BB:3078","EAR_EMTA_SEX_OCU_NB","SEX_M","OCU_ISCO88_X","2006",859524.736,"B",,"T30:291_I11:264","R1:3513"
"GHA","BB:3078","EAR_EMTA_SEX_OCU_NB","SEX_F","OCU_ISCO88_TOTAL","2006",941622.688,"B",,"T30:291_I11:264","R1:3513"
"GHA","BB:3078","EAR_EMTA_SEX_OCU_NB","SEX_F","OCU_ISCO88_1","2006",2213699.131,"U",,"T30:291_I11:264","R1:3513"
"GHA","BB:3078","EAR_EMTA_SEX_OCU_NB","SEX_F","OCU_ISCO88_2","2006",1157582.878,"B",,"T30:291_I11:264","R1:3513"
"GHA","BB:3078","EAR_EMTA_SEX_OCU_NB","SEX_F","OCU_ISCO88_3","2006",1189060.248,"B",,"T30:291_I11:264","R1:3513"
"GHA","BB:3078","EAR_EMTA_SEX_OCU_NB","SEX_F","OCU_ISCO88_4","2006",1416480.423,"B",,"T30:291_I11:264","R1:3513"
"GHA","BB:3078","EAR_EMTA_SEX_OCU_NB","SEX_F","OCU_ISCO88_5","2006",545905.124,"B",,"T30:291_I11:264","R1:3513"
"GHA","BB:3078","EAR_EMTA_SEX_OCU_NB","SEX_F","OCU_ISCO88_6","2006",2300941.1,"U",,"T30:291_I11:264","R1:3513"
"GHA","BB:3078","EAR_EMTA_SEX_OCU_NB","SEX_F","OCU_ISCO88_7","2006",434449.222,"B",,"T30:291_I11:264","R1:3513"
"GHA","BB:3078","EAR_EMTA_SEX_OCU_NB","SEX_F","OCU_ISCO88_8","2006",,"U",,"T30:291_I11:264","R1:3513"
"GHA","BB:3078","EAR_EMTA_SEX_OCU_NB","SEX_F","OCU_ISCO88_9","2006",480244.099,"B",,"T30:291_I11:264","R1:3513"
"GHA","BB:3078","EAR_EMTA_SEX_OCU_NB","SEX_F","OCU_ISCO88_0","2006",4636404.593,"U",,"T30:291_I11:264","R1:3513"
"GHA","BB:3078","EAR_EMTA_SEX_OCU_NB","SEX_F","OCU_ISCO88_X","2006",773439.609,"U",,"T30:291_I11:264","R1:3513"
"GHA","BB:3078","EAR_EMTA_SEX_OCU_NB","SEX_T","OCU_SKILL_TOTAL","1991",31533.845,,,"T30:291","R1:3513"
"GHA","BB:3078","EAR_EMTA_SEX_OCU_NB","SEX_T","OCU_SKILL_L3-4","1991",41961.448,,,"T30:291","R1:3513"
"GHA","BB:3078","EAR_EMTA_SEX_OCU_NB","SEX_T","OCU_SKILL_L2","1991",28032.44,,,"T30:291","R1:3513"
"GHA","BB:3078","EAR_EMTA_SEX_OCU_NB","SEX_T","OCU_SKILL_L1","1991",26933.621,,,"T30:291","R1:3513"
"GHA","BB:3078","EAR_EMTA_SEX_OCU_NB","SEX_T","OCU_SKILL_X","1991",,"U",,"T30:291","R1:3513"
"GHA","BB:3078","EAR_EMTA_SEX_OCU_NB","SEX_M","OCU_SKILL_TOTAL","1991",32976.372,,,"T30:291","R1:3513"
"GHA","BB:3078","EAR_EMTA_SEX_OCU_NB","SEX_M","OCU_SKILL_L3-4","1991",47286.196,,,"T30:291","R1:3513"
"GHA","BB:3078","EAR_EMTA_SEX_OCU_NB","SEX_M","OCU_SKILL_L2","1991",30277.028,,,"T30:291","R1:3513"
"GHA","BB:3078","EAR_EMTA_SEX_OCU_NB","SEX_M","OCU_SKILL_L1","1991",27586.009,,,"T30:291","R1:3513"
"GHA","BB:3078","EAR_EMTA_SEX_OCU_NB","SEX_M","OCU_SKILL_X","1991",,"U",,"T30:291","R1:3513"
"GHA","BB:3078","EAR_EMTA_SEX_OCU_NB","SEX_F","OCU_SKILL_TOTAL","1991",27343.181,,,"T30:291","R1:3513"
"GHA","BB:3078","EAR_EMTA_SEX_OCU_NB","SEX_F","OCU_SKILL_L3-4","1991",34016.586,,,"T30:291","R1:3513"
"GHA","BB:3078","EAR_EMTA_SEX_OCU_NB","SEX_F","OCU_SKILL_L2","1991",22889.212,,,"T30:291","R1:3513"
"GHA","BB:3078","EAR_EMTA_SEX_OCU_NB","SEX_F","OCU_SKILL_L1","1991",14576.627,,,"T30:291","R1:3513"
"GHA","BB:3078","EAR_EMTA_SEX_OCU_NB","SEX_F","OCU_SKILL_X","1991",,"U",,"T30:291","R1:3513"
"IND","BA:14121","EAR_EMTA_SEX_OCU_NB","SEX_T","OCU_SKILL_TOTAL","2024",20811.6,,,"T30:121","R1:3513"
"IND","BA:14121","EAR_EMTA_SEX_OCU_NB","SEX_T","OCU_SKILL_L3-4","2024",34665.5,,,"T30:121","R1:3513"
"IND","BA:14121","EAR_EMTA_SEX_OCU_NB","SEX_T","OCU_SKILL_L2","2024",16997.458,,,"T30:121","R1:3513"
"IND","BA:14121","EAR_EMTA_SEX_OCU_NB","SEX_T","OCU_SKILL_L1","2024",10237.291,,,"T30:121","R1:3513"
